query_id,surface_form,year,raw_normalized_frequency,smoothed_radius_3_frequency,raw_scale,display_scale
FT-Q-V01-076,damage,1842,1.40214699513308e-05,1.533489062843785e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1843,1.627765108480617e-05,1.602227835775239e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1844,1.478405947352712e-05,1.620602371706544e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1845,1.62563820040873e-05,1.599707479016388e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1846,1.877182927501053e-05,1.600775722059617e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1847,1.712475051363072e-05,1.558273765870207e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1848,1.474338122875452e-05,1.579854582089979e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1849,1.409624696435685e-05,1.564798306117967e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1850,1.330251415154748e-05,1.514667223188683e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1851,1.629471660891113e-05,1.490910139015763e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1852,1.520244268604642e-05,1.509570964637013e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1853,1.52626534699607e-05,1.54506843078447e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1854,1.546175462152632e-05,1.593113755354076e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1855,1.604963902224199e-05,1.586917883804923e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1856,1.658106959467887e-05,1.606771630032914e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1857,1.666568687141989e-05,1.628073539348764e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1858,1.586100560047043e-05,1.664838709660086e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1859,1.659220492200575e-05,1.751096041350105e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1860,1.675378712207021e-05,1.796853681668154e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1861,1.803531654331891e-05,1.866635365083929e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1862,2.208765224054332e-05,1.938233483705127e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1863,1.978410441694223e-05,1.988128969949392e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1864,2.155040471052416e-05,2.029676766162376e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1865,2.087287390395431e-05,2.057010290761647e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1866,2.008488895910432e-05,2.030729025343752e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1867,1.966213285697904e-05,2.003475636870787e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1868,1.99486632652679e-05,1.974630423059612e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1869,2.024796366129067e-05,1.970167693140671e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-076,damage,1870,1.787636722383468e-05,1.984105178109985e-05,normalized share,"normalized share × 1,000,000"
