query_id,surface_form,year,raw_normalized_frequency,smoothed_radius_3_frequency,raw_scale,display_scale
FT-Q-V01-121,climatic change,1842,0,7.116216504954309e-10,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1843,0,6.701454613455837e-10,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1844,2.846486601981724e-09,7.264385297004831e-10,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1845,0,7.778329964252301e-10,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1846,5.04240704746195e-10,1.227145710444181e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1847,1.00790387147498e-09,1.834650867734869e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1848,1.086199796773712e-09,2.447931785847552e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1849,3.145188998132653e-09,3.649371876119594e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1850,4.252536101034821e-09,3.745891628627516e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1851,7.139453028770504e-09,4.054239444162278e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1852,8.410080631904293e-09,4.419590241396978e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1853,1.179878972301651e-09,4.848958020823144e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1854,3.166338580218309e-09,6.04676821312568e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1855,3.643655377416621e-09,5.808308231206435e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1856,6.150763454115804e-09,5.007980046529375e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1857,1.263720744715258e-08,5.547212689194225e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1858,5.470233155335791e-09,6.68217226392923e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1859,2.807783339164871e-09,7.249217817298767e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1860,4.954507470955605e-09,7.974433514317575e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1861,1.111105560336334e-08,7.007092235809611e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1862,7.612974251003379e-09,6.830614990294137e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1863,1.122727333324747e-08,7.069589861931545e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1864,5.86581849759682e-09,7.380345057317328e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1865,4.234892436727478e-09,8.318441978889218e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1866,4.480607440626727e-09,1.411810913811072e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1867,7.129793838656084e-09,1.468851707328181e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1868,1.767773405436657e-08,1.631785037647937e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1869,4.821064436555389e-08,1.79981650575264e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1870,1.522012887944513e-08,2.090373195571894e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1871,1.727115161997972e-08,2.272763727217963e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1872,1.599709520405668e-08,2.426062592883075e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1873,2.481957572797455e-08,2.310896783057943e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1874,1.989713105388091e-08,2.389795629244494e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1875,2.840865465092435e-08,2.547921700211754e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1876,4.014903767779465e-08,2.758748298454477e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1877,2.074304811250371e-08,2.930510483881551e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1878,2.833997658768794e-08,3.023843225020377e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1879,3.075495708104725e-08,3.029617088947033e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1880,3.684292870786976e-08,2.822773189398958e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1881,2.643042293359876e-08,2.846277248613749e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1882,2.88128251257902e-08,2.961005176961771e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1883,2.566996470942939e-08,3.003106523577096e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1884,2.238833225753911e-08,3.104638648943059e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1885,3.637093157204951e-08,3.363778397095071e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1886,3.370205134411997e-08,3.583078913531919e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1887,4.395017748348717e-08,3.879865004274841e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1888,4.457020530423961e-08,4.162788660801363e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1889,4.416386127636951e-08,4.273390485523951e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1890,4.644499106143396e-08,4.664730997504053e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1891,4.219298821439565e-08,4.660507110589217e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1892,4.411305930263065e-08,4.814353416918557e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1893,6.109588718272718e-08,4.954336623888952e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1894,4.36545053994486e-08,4.922083033415918e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-121,climatic change,1895,5.533944674729341e-08,4.866927983047743e-08,normalized share,"normalized share × 1,000,000"
