query_id,surface_form,year,raw_normalized_frequency,smoothed_radius_3_frequency,raw_scale,display_scale
FT-Q-V01-001,temperature,1842,3.817854639009965e-05,3.556259241623005e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1843,3.241586397306762e-05,3.41765307869335e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1844,3.196553362144749e-05,3.351411144130364e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1845,3.969042568030545e-05,3.369094201870006e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1846,2.863228426974729e-05,3.277095280779241e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1847,3.020201471315431e-05,3.282379118305486e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1848,3.475192548307859e-05,3.279500216787515e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1849,3.17386219137461e-05,3.173487865031276e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1850,3.27857325999048e-05,3.269532271755431e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1851,3.176401051518951e-05,3.319389680158023e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1852,3.226956105736867e-05,3.367372388457524e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1853,3.53553927404382e-05,3.397066973077305e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1854,3.369203330133574e-05,3.46659579424448e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1855,3.811071506404362e-05,3.581679868781234e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1856,3.381724283713083e-05,3.648677651286022e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1857,3.765275008160707e-05,3.752630618906024e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1858,3.981989573276223e-05,3.890662688143294e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1859,3.695940583270385e-05,3.900791002884953e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1860,4.263210047383836e-05,4.00005776637981e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1861,4.335427814794457e-05,4.050374388141011e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1862,3.881969709595978e-05,4.025564795386215e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1863,4.076591628177084e-05,4.05784244037477e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1864,4.117491360489112e-05,4.032040768363133e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1865,3.808322423992649e-05,3.973475460026878e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1866,3.921884098190276e-05,4.06172171990095e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-001,temperature,1867,4.082598343302379e-05,4.100104619061169e-05,normalized share,"normalized share × 1,000,000"
