query_id,surface_form,year,raw_normalized_frequency,smoothed_radius_3_frequency,raw_scale,display_scale
FT-Q-V01-022,carbon dioxide,1842,7.094871634638622e-09,1.324838561772568e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1843,4.307730172570245e-08,1.059870849418054e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1844,3.370240335698327e-07,8.89945066991545e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1845,1.427392177788533e-07,7.628100574213243e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1846,0,7.616607807950767e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1847,4.03161548589992e-09,7.014717898609238e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1848,0,2.244710430230969e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1849,6.290377996265306e-09,2.055787476759211e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1850,9.450080717954279e-10,2.954742890835606e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1851,3.123510783353822e-09,3.113840705123597e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1852,0,3.403019703331266e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1853,6.292687898534766e-09,3.500232100193758e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1854,5.145300185915858e-09,3.365230947080126e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1855,2.024252987453679e-09,4.421826349521041e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1856,6.970864774302754e-09,6.771196111746544e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1857,0,6.198911515050856e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1858,1.051967860044023e-08,6.543228340102505e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1859,1.644558833557852e-08,6.593914255884467e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1860,2.286695721664955e-09,5.731734452142843e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1861,7.555517961277403e-09,6.749274393337755e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1862,2.379054397927405e-09,5.548955481612541e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1863,9.356061481113898e-10,3.94635363276663e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1864,7.122779588364381e-09,7.082725711482496e-09,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1865,2.117446218363739e-09,2.620649111210024e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1866,5.227375393657141e-09,8.26234712631673e-08,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1867,2.424130027267601e-08,1.084944918865778e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1868,1.414218757656016e-07,1.245507183778027e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1869,3.972979154553968e-07,1.913732931529172e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1870,1.820327505119845e-07,2.723583872797443e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1871,1.195163650269393e-07,3.617055518712053e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1872,4.698754696441654e-07,4.278193549700493e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1873,5.721230342814465e-07,4.664669634169005e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1874,6.496714524129032e-07,5.907554721240604e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1875,6.042184974575093e-07,7.429504067156336e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1876,6.678311745833554e-07,8.42588127202599e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1877,1.052052311462104e-06,8.619535498648785e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1878,1.184880907167951e-06,9.396763884387102e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1879,1.167339513052923e-06,9.897649069144445e-07,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1880,7.076809929174033e-07,1.061770338214466e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1881,1.193731322429725e-06,1.037688297920011e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1882,9.548381267876493e-07,1.073909025924223e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1883,1.171869193683506e-06,1.108115046543385e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1884,8.834780294009192e-07,1.200386466000878e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1885,1.438426003197435e-06,1.214192874913835e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1886,1.406781657387057e-06,1.265557663875689e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1887,1.353580929119858e-06,1.367233836404739e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1888,1.290376184820419e-06,1.558712639979484e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1889,1.31439164952063e-06,1.66032893307379e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1890,1.883602401386852e-06,1.760365545186834e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1891,2.223829654424136e-06,1.951679060819516e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1892,2.149740054857574e-06,2.150931844441262e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1893,2.107037942178369e-06,2.353046472471286e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1894,2.692775538548631e-06,2.407344432613288e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1895,2.685145670172639e-06,2.543153135373122e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1896,2.729194045730798e-06,2.699502023132246e-06,normalized share,"normalized share × 1,000,000"
FT-Q-V01-022,carbon dioxide,1897,2.263688122380869e-06,2.947087036668715e-06,normalized share,"normalized share × 1,000,000"
