query_id,surface_form,year,raw_normalized_frequency,smoothed_radius_3_frequency,raw_scale,display_scale
FT-Q-V01-130,concern,1842,1.612012939489205e-05,1.677904125521601e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1843,1.770601591344345e-05,1.663197342420819e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1844,1.806600510889655e-05,1.627980188177262e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1845,1.522401460363199e-05,1.639050950742936e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1846,1.604370210017692e-05,1.624402028363051e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1847,1.451894416959476e-05,1.584892295131939e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1848,1.705475526136979e-05,1.534613216540898e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1849,1.509470482830011e-05,1.527976351210571e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1850,1.494033458726562e-05,1.508363133646234e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1851,1.45464696075237e-05,1.513371971384458e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1852,1.475943403050906e-05,1.467775552608083e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1853,1.467077687067331e-05,1.459485604426198e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1854,1.48695628112705e-05,1.44135030590615e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1855,1.38630059470235e-05,1.411217575360478e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1856,1.451440845556817e-05,1.389841569125551e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1857,1.367086369086223e-05,1.357797115025816e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1858,1.243717846932668e-05,1.331844280223958e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1859,1.326311359406418e-05,1.305322120513454e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1860,1.242766508369186e-05,1.263108827251336e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1861,1.305286437514042e-05,1.230284832402189e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1862,1.200645476728823e-05,1.218688893310703e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1863,1.15594779272199e-05,1.188719694581691e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1864,1.137318405142196e-05,1.174969072810307e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1865,1.162546273292264e-05,1.148117347547971e-05,normalized share,"normalized share × 1,000,000"
FT-Q-V01-130,concern,1866,1.116526968303333e-05,1.13266819610412e-05,normalized share,"normalized share × 1,000,000"
